ProblemName,Seed,T_combined,T_combined-no-flowcover-no-mir,N_combined,N_combined-no-flowcover-no-mir,DI_combined,DI_combined-no-flowcover-no-mir,Gap_combined,Gap_combined-no-flowcover-no-mir,GapQ_combined,GapQ_combined-no-flowcover-no-mir,TQ_combined,TQ_combined-no-flowcover-no-mir,NQ_combined,NQ_combined-no-flowcover-no-mir,DIQ_combined,DIQ_combined-no-flowcover-no-mir
neos8,2,1.83,1.83,1,1,85.144966442953,157.81645812388996,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5395189288566598,1.0
neos859080,0,0.5,0.5,792,792,50.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0204081632653061,1.0
neos859080,1,0.54,0.55,655,655,54.0,55.00000000000001,0.0,0.0,0.0,0.0,0.9818181818181818,1.0,1.0,1.0,0.9818181818181817,1.0
neos859080,2,0.55,0.53,565,565,55.00000000000001,53.0,0.0,0.0,0.0,0.0,1.0377358490566038,1.0,1.0,1.0,1.037735849056604,1.0
net12,0,1842.42,1900.74,1211,1237,98181.66575864486,101233.46919369159,0.0,0.0,0.0,0.0,0.9693172132958743,1.0,0.978981406628941,1.0,0.96985380962093,1.0
net12,1,1631.28,1748.89,1816,1895,87246.80937850467,93467.86730046729,0.0,0.0,0.0,0.0,0.9327516310345418,1.0,0.9583113456464379,1.0,0.9334417473979154,1.0
net12,2,1561.43,1562.61,1695,1695,86543.980717243,86610.70066976635,0.0,0.0,0.0,0.0,0.9992448531623375,1.0,1.0,1.0,0.9992296569360668,1.0
netdiversion,0,848.0,842.53,43,43,7552.329780991735,7461.492463223139,0.0,0.0,0.0,0.0,1.0064923504207566,1.0,1.0,1.0,1.0121741485656286,1.0
netdiversion,1,2364.82,2369.77,88,88,12439.02849586777,12381.158907024794,0.0,0.0,0.0,0.0,0.9979111896935147,1.0,1.0,1.0,1.004674004208939,1.0
netdiversion,2,1087.12,1086.77,27,27,8474.064940082644,8453.768599173554,0.0,0.0,0.0,0.0,1.0003220552646834,1.0,1.0,1.0,1.0024008630791095,1.0
nexp-150-20-8-5,0,3539.59,3491.23,5786,5786,4301.875847835492,4295.573491558436,0.0,0.0,0.0,0.0,1.01385185163968,1.0,1.0,1.0,1.0014671745901778,1.0
nexp-150-20-8-5,1,3635.13,3633.98,7166,7166,4654.249298917741,4678.570993290035,0.0,0.0,0.0,0.0,1.0003164574378505,1.0,1.0,1.0,0.9948014694215015,1.0
nexp-150-20-8-5,2,7200.0,7200.0,13054,13146,6818.360074458851,6814.428329437205,0.83,0.83,1.0,1.0,1.0,1.0,0.9930016735128556,1.0,1.0005769735671972,1.0
ns1116954,0,7200.0,7200.0,32,32,1739.9999999999998,1725.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.008695652173913,1.0
ns1116954,1,7200.0,7200.0,57,57,2600.0,2640.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9848484848484849,1.0
ns1116954,2,7200.0,7200.0,75,73,2625.0,2635.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0273972602739727,1.0,0.9962049335863378,1.0
ns1208400,0,419.49,418.27,2004,2004,36698.0,36594.0,0.0,0.0,0.0,0.0,1.0029167762450093,1.0,1.0,1.0,1.0028419959556212,1.0
ns1208400,1,683.06,681.63,2339,2339,51275.5,51197.5,0.0,0.0,0.0,0.0,1.0020979123571438,1.0,1.0,1.0,1.001523511890229,1.0
ns1208400,2,1074.09,1071.93,2315,2315,53790.0,53694.99999999999,0.0,0.0,0.0,0.0,1.0020150569533457,1.0,1.0,1.0,1.0017692522581247,1.0
ns1644855,0,7200.0,7200.0,36,36,10111.987233324488,10116.98723398051,7.37,7.37,1.0,1.0,1.0,1.0,1.0,1.0,0.9995057816580781,1.0
ns1644855,1,7200.0,7200.0,79,79,14676.92654632107,14473.45092448274,7.37,7.37,1.0,1.0,1.0,1.0,1.0,1.0,1.014058542285457,1.0
ns1644855,2,974.47,976.27,1,1,38588.10297379533,38741.959729262206,0.0,0.0,0.0,0.0,0.9981562477593289,1.0,1.0,1.0,0.99602867907194,1.0
ns1760995,0,7200.0,7200.0,1,1,584518.9767824532,589333.8787447118,58.41,58.41,1.0,1.0,1.0,1.0,1.0,1.0,0.9918299250460294,1.0
ns1760995,1,7200.0,7200.0,1,1,585845.6383209226,584970.0540782263,71.46,71.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0014968018218915,1.0
ns1760995,2,7200.0,7200.0,1,1,583006.1444547882,585902.8507325597,48.93,49.34,0.9916903121199837,1.0,1.0,1.0,1.0,1.0,0.9950559955901397,1.0
ns1830653,0,287.45,287.45,14558,14558,10758.661136892639,10758.661136892639,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ns1830653,1,134.33,133.82,7527,7527,5233.47512365435,5212.485372417806,0.0,0.0,0.0,0.0,1.0038110895232404,1.0,1.0,1.0,1.004026822089058,1.0
ns1830653,2,148.24,147.17,7267,7267,4822.628189312385,4786.454512656387,0.0,0.0,0.0,0.0,1.0072705034993545,1.0,1.0,1.0,1.0075575097518106,1.0
ns1952667,0,7200.0,7200.0,52208,59183,65.0,65.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.882145210617914,1.0,1.0,1.0
ns1952667,1,1392.38,1283.87,9508,9508,65.0,65.0,0.0,0.0,0.0,0.0,1.0845179029029421,1.0,1.0,1.0,1.0,1.0
ns1952667,2,968.9,920.29,4900,4900,70.0,65.0,0.0,0.0,0.0,0.0,1.0528203066424715,1.0,1.0,1.0,1.0769230769230769,1.0
nu25-pr12,0,5.36,5.27,53,53,12.100615341805023,12.090175122901396,0.0,0.0,0.0,0.0,1.0170777988614803,1.0,1.0,1.0,1.000863529171207,1.0
nu25-pr12,1,6.11,6.01,66,66,12.296834987477956,12.238290325572754,0.0,0.0,0.0,0.0,1.016638935108153,1.0,1.0,1.0,1.0047837288009804,1.0
nu25-pr12,2,6.05,6.02,16,16,11.916244318708847,11.95636879695761,0.0,0.0,0.0,0.0,1.004983388704319,1.0,1.0,1.0,0.9966440916192738,1.0
nursesched-medium-hint03,0,7200.0,7200.0,1100,1115,279764.61803,279727.09390130435,1657.78,1657.78,1.0,1.0,1.0,1.0,0.9865470852017937,1.0,1.0001341454922092,1.0
nursesched-medium-hint03,1,7200.0,7200.0,2050,2083,250797.35489260868,250779.9748470435,3021.25,3021.25,1.0,1.0,1.0,1.0,0.9841574651944311,1.0,1.0000693039608757,1.0
nursesched-medium-hint03,2,7200.0,7200.0,1121,1128,268756.96213304345,268650.8136127826,1077.84,1077.84,1.0,1.0,1.0,1.0,0.9937943262411347,1.0,1.0003951170623062,1.0
nursesched-sprint02,0,142.08,141.76,370,370,296.0142577586207,296.0142577586207,0.0,0.0,0.0,0.0,1.0022573363431153,1.0,1.0,1.0,1.0,1.0
nursesched-sprint02,1,85.18,85.07,409,409,214.37288448275862,214.8202318965518,0.0,0.0,0.0,0.0,1.0012930527800636,1.0,1.0,1.0,0.9979175731734216,1.0
nursesched-sprint02,2,67.71,67.95,222,222,187.68116293103446,192.29238706896552,0.0,0.0,0.0,0.0,0.9964679911699778,1.0,1.0,1.0,0.9760197259589001,1.0
nw04,0,37.93,38.2,6,6,930.2226248369113,940.7031135096668,0.0,0.0,0.0,0.0,0.9929319371727748,1.0,1.0,1.0,0.9888588774478977,1.0
nw04,1,31.39,31.45,5,5,905.755435298304,915.096913177559,0.0,0.0,0.0,0.0,0.9980922098569158,1.0,1.0,1.0,0.9897918157686513,1.0
nw04,2,35.16,35.06,6,6,905.485449531491,910.1079112798009,0.0,0.0,0.0,0.0,1.0028522532800912,1.0,1.0,1.0,0.9949209739954795,1.0
opm2-z10-s4,0,7200.0,7200.0,1000,996,168379.20097028537,168718.80434960054,24.7,24.7,1.0,1.0,1.0,1.0,1.0040160642570282,1.0,0.997987163430749,1.0
opm2-z10-s4,1,7200.0,7200.0,586,583,174546.2259448928,174807.58801457434,27.76,27.76,1.0,1.0,1.0,1.0,1.0051457975986278,1.0,0.9985048585553405,1.0
opm2-z10-s4,2,7200.0,7200.0,1015,1015,168063.3588238454,168066.45562820917,26.96,26.96,1.0,1.0,1.0,1.0,1.0,1.0,0.9999815739294781,1.0
p200x1188c,0,3.53,3.54,2,2,85.77797088473272,86.5417608436132,0.0,0.0,0.0,0.0,0.9971751412429378,1.0,1.0,1.0,0.9911743191791452,1.0
p200x1188c,1,3.96,3.98,3,3,91.45124419684309,92.42431987000927,0.0,0.0,0.0,0.0,0.9949748743718593,1.0,1.0,1.0,0.9894716490796496,1.0
p200x1188c,2,3.62,3.61,2,2,87.21829188221248,87.00316421276031,0.0,0.0,0.0,0.0,1.002770083102493,1.0,1.0,1.0,1.0024726419021508,1.0
peg-solitaire-a3,0,7200.0,7200.0,5752,5762,250.0,250.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9982644914960084,1.0,1.0,1.0
peg-solitaire-a3,1,7200.0,7200.0,3557,3581,250.0,250.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9932979614632784,1.0,1.0,1.0
peg-solitaire-a3,2,7200.0,7200.0,3969,3962,270.0,270.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0017667844522968,1.0,1.0,1.0
pg,0,101.85,106.2,2687,2983,414.55623662628653,412.1401712431379,0.0,0.0,0.0,0.0,0.9590395480225988,1.0,0.9007710358699296,1.0,1.0058622419063423,1.0
pg,1,86.23,86.34,1372,1354,403.30126808727306,406.5686665996971,0.0,0.0,0.0,0.0,0.9987259671067872,1.0,1.0132939438700148,1.0,0.9919634768223763,1.0
pg,2,107.44,105.03,2311,2596,386.20445054539334,376.4081186438323,0.0,0.0,0.0,0.0,1.0229458250023802,1.0,0.8902157164869029,1.0,1.0260258252049834,1.0
pg5_34,0,1173.22,1147.46,148717,145007,335.5787683169813,314.8213224269734,0.0,0.0,0.0,0.0,1.0224495842992347,1.0,1.025584971759984,1.0,1.0659340534179444,1.0
pg5_34,1,1134.07,1093.92,144543,134018,385.6941524919923,382.71173716619546,0.0,0.0,0.0,0.0,1.0367028667544242,1.0,1.078534226745661,1.0,1.0077928504306668,1.0
pg5_34,2,1085.15,964.61,121673,125934,315.6171297911395,302.8179081265412,0.0,0.0,0.0,0.0,1.1249624200454071,1.0,0.9661648164911779,1.0,1.042267056607662,1.0
physiciansched3-3,0,7200.0,7200.0,415,412,14129.17679290636,14179.448279755397,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0072815533980584,1.0,0.9964546232083789,1.0
physiciansched3-3,1,7200.0,7200.0,313,313,14314.223777968618,14364.44313525004,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9965039119993323,1.0
physiciansched3-3,2,7200.0,7200.0,361,359,11595.474299979398,11647.763477467675,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0055710306406684,1.0,0.9955107967645952,1.0
physiciansched6-2,0,124.81,124.53,377,377,519.6282270294378,524.0366486902925,0.0,0.0,0.0,0.0,1.0022484541877459,1.0,1.0,1.0,0.9915875699307051,1.0
physiciansched6-2,1,462.02,459.96,2804,2804,483.68699111994164,478.48030167869604,0.0,0.0,0.0,0.0,1.004478650317419,1.0,1.0,1.0,1.0108817216152441,1.0
physiciansched6-2,2,44.74,44.81,1,1,453.86215229908373,454.18421559484227,0.0,0.0,0.0,0.0,0.9984378486944878,1.0,1.0,1.0,0.9992908972071239,1.0
piperout-08,0,797.03,821.29,130,149,1227.7038103234577,1237.7243013074246,0.0,0.0,0.0,0.0,0.9704611038731752,1.0,0.87248322147651,1.0,0.9919041009590083,1.0
piperout-08,1,606.54,606.63,552,552,1437.5890048378715,1437.5839750509776,0.0,0.0,0.0,0.0,0.9998516393847979,1.0,1.0,1.0,1.0000034987777975,1.0
piperout-08,2,923.85,944.95,596,788,1457.6838990844028,1447.6632841549717,0.0,0.0,0.0,0.0,0.9776707762315466,1.0,0.7563451776649747,1.0,1.0069219237920235,1.0
piperout-27,0,140.11,140.27,2,2,3946.4854702117186,3941.6868463810933,0.0,0.0,0.0,0.0,0.9988593426962288,1.0,1.0,1.0,1.001217403618715,1.0
piperout-27,1,275.91,272.83,566,566,2287.063627523388,2235.551605736091,0.0,0.0,0.0,0.0,1.011289081112781,1.0,1.0,1.0,1.023042197574471,1.0
piperout-27,2,332.32,330.74,72,72,2233.87976304776,2228.892540004924,0.0,0.0,0.0,0.0,1.004777166354236,1.0,1.0,1.0,1.0022375340907308,1.0
pk1,0,107.55,108.5,301100,306046,5563.693037727272,5619.2023190909085,0.0,0.0,0.0,0.0,0.9912442396313363,1.0,0.983839030733942,1.0,0.9901215015563603,1.0
pk1,1,109.16,108.33,317026,316310,5634.385423181818,5552.35681290909,0.0,0.0,0.0,0.0,1.0076617742084373,1.0,1.0022636021624356,1.0,1.0147736561313951,1.0
pk1,2,112.34,114.96,328715,338401,5927.717167363637,5998.006295272727,0.0,0.0,0.0,0.0,0.9772094641614475,1.0,0.9713771531408004,1.0,0.9882812513944029,1.0
proteindesign121hz512p9,0,7200.0,7200.0,591,579,50233.660522742706,50535.533375424304,9.6,9.6,1.0,1.0,1.0,1.0,1.0207253886010363,1.0,0.994026522873737,1.0
proteindesign121hz512p9,1,7200.0,7200.0,440,443,50429.47543652408,50278.81095587235,7.94,7.94,1.0,1.0,1.0,1.0,0.9932279909706546,1.0,1.0029965800262055,1.0
proteindesign121hz512p9,2,7200.0,7200.0,593,598,50524.4504039375,50472.61820434484,26.02,26.02,1.0,1.0,1.0,1.0,0.9916387959866221,1.0,1.0010269370093465,1.0
proteindesign122trx11p8,0,7200.0,7200.0,3,3,44010.74809273039,44523.8056342301,1.95,1.95,1.0,1.0,1.0,1.0,1.0,1.0,0.9884767814837179,1.0
proteindesign122trx11p8,1,7200.0,7200.0,8,8,43249.37951803092,43325.433776760176,1.91,1.91,1.0,1.0,1.0,1.0,1.0,1.0,0.9982445817133387,1.0
proteindesign122trx11p8,2,7200.0,7200.0,17,17,43794.1056153406,43460.85869490555,1.93,1.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0076677481863494,1.0
qap10,0,87.99,87.8,3,3,1380.7010708823534,1385.1764926470591,0.0,0.0,0.0,0.0,1.0021640091116173,1.0,1.0,1.0,0.9967690602688808,1.0
qap10,1,111.82,111.64,5,5,1311.2573908823529,1310.958089117647,0.0,0.0,0.0,0.0,1.0016123253314224,1.0,1.0,1.0,1.000228307653151,1.0
qap10,2,197.87,196.87,15,15,1336.1684844117656,1334.340187352942,0.0,0.0,0.0,0.0,1.0050794940823895,1.0,1.0,1.0,1.0013701881095634,1.0
radiationm18-12-05,0,7200.0,7200.0,479812,426457,160.3077251508596,155.30859899806444,12.99,9.31,1.3952738990332976,1.0,1.0,1.0,1.1251122621975955,1.0,1.0321883410515953,1.0
radiationm18-12-05,1,7200.0,7200.0,750150,781939,158.83803939431291,160.3082460434931,0.05,14.84,0.0033692722371967657,1.0,1.0,1.0,0.9593459336342093,1.0,0.9908288769575752,1.0
radiationm18-12-05,2,7200.0,7200.0,551080,513263,120.6664778549355,121.29406239318817,1.89,0.02,94.5,1.0,1.0,1.0,1.0736795755782123,1.0,0.9948259253101913,1.0
radiationm40-10-02,0,7200.0,7200.0,53316,52863,439.4725954109531,434.5780870158152,67.02,67.02,1.0,1.0,1.0,1.0,1.0085693206968958,1.0,1.0112626672659633,1.0
radiationm40-10-02,1,7200.0,7200.0,27109,27496,629.3669428564119,614.5166389833174,57.74,57.74,1.0,1.0,1.0,1.0,0.9859252254873436,1.0,1.024165828768548,1.0
radiationm40-10-02,2,7200.0,7200.0,99008,98439,468.44499060048923,468.44624278940563,22.69,22.69,1.0,1.0,1.0,1.0,1.0057802293806317,1.0,0.9999973269314555,1.0
rail01,0,7200.0,7200.0,200,201,102737.73957369693,102868.16660327422,2.74,2.74,1.0,1.0,1.0,1.0,0.9950248756218906,1.0,0.9987320953227417,1.0
rail01,1,7200.0,7200.0,182,183,126758.2676199799,126419.93074817336,25.21,25.21,1.0,1.0,1.0,1.0,0.994535519125683,1.0,1.0026762937600442,1.0
rail01,2,7200.0,7200.0,183,185,114988.18186735461,115200.81600035136,7.32,7.32,1.0,1.0,1.0,1.0,0.9891891891891892,1.0,0.9981542306697193,1.0
rail02,0,7200.0,7200.0,1,1,708640.5016301954,708638.5647546604,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0000027332347283,1.0
rail02,1,7200.0,7200.0,1,1,708645.3438190331,708638.5647546604,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0000095663215494,1.0
rail02,2,7200.0,7200.0,1,1,708638.5647546604,708640.5016301954,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9999972667727421,1.0
rail507,0,156.67,156.61,623,623,518.2466988505739,522.6801885057463,0.0,0.0,0.0,0.0,1.0003831172977458,1.0,1.0,1.0,0.9915177775001441,1.0
rail507,1,180.04,179.24,783,783,535.9986402298842,535.2409994252866,0.0,0.0,0.0,0.0,1.0044632894443204,1.0,1.0,1.0,1.0014155133956688,1.0
rail507,2,193.43,192.93,771,771,550.3129764367807,549.8161689655162,0.0,0.0,0.0,0.0,1.002591613538589,1.0,1.0,1.0,1.0009035883251656,1.0
ran14x18-disj-8,0,2109.62,1875.03,656920,579341,4720.022399515085,4378.961077586208,0.0,0.0,0.0,0.0,1.1251126648640288,1.0,1.1339090449320866,1.0,1.077886356121,1.0
ran14x18-disj-8,1,1785.31,1631.15,564900,596062,4187.8742715517255,4105.8331815732745,0.0,0.0,0.0,0.0,1.0945100082763692,1.0,0.9477202036029809,1.0,1.0199815935890055,1.0
ran14x18-disj-8,2,1694.59,1762.48,593570,651842,4183.58199137931,4329.489194773707,0.0,0.0,0.0,0.0,0.9614804139621442,1.0,0.9106041034483816,1.0,0.9662992106388608,1.0
rd-rplusc-21,0,7200.0,7200.0,484631,632597,719565.4894018477,719565.477309604,165331.8,166333.7,0.9939765663843224,1.0,1.0,1.0,0.7660975312876919,1.0,1.0000000168049248,1.0
rd-rplusc-21,1,7200.0,7200.0,737139,518812,719565.4198714455,719565.4198714455,165995.47,166602.59,0.9963558789812331,1.0,1.0,1.0,1.4208210295829704,1.0,1.0,1.0
rd-rplusc-21,2,7200.0,7200.0,763715,787540,719572.430754465,719565.4319636895,165939.97,165939.97,1.0,1.0,1.0,1.0,0.9697475683774792,1.0,1.0000097264132832,1.0
reblock115,0,4390.48,4385.16,704168,704168,1478.2679172660025,1474.7491545748308,0.0,0.0,0.0,0.0,1.0012131826432786,1.0,1.0,1.0,1.002386007600178,1.0
reblock115,1,6605.46,6590.03,882785,882785,1973.6116948011038,1970.2235470669552,0.0,0.0,0.0,0.0,1.0023414157446933,1.0,1.0,1.0,1.0017196768047933,1.0
reblock115,2,5894.68,5883.59,832788,832788,1732.8197741363647,1735.7292243123081,0.0,0.0,0.0,0.0,1.001884903604772,1.0,1.0,1.0,0.9983237879876706,1.0
rmatr100-p10,0,166.48,163.96,809,809,1475.9526373522458,1452.5296588652484,0.0,0.0,0.0,0.0,1.0153696023420344,1.0,1.0,1.0,1.0161256455894305,1.0
rmatr100-p10,1,162.84,161.56,822,822,1414.5622420803788,1405.8859328605206,0.0,0.0,0.0,0.0,1.0079227531567219,1.0,1.0,1.0,1.0061714176214884,1.0
rmatr100-p10,2,160.62,159.59,827,827,1470.6039044917256,1463.5847534278957,0.0,0.0,0.0,0.0,1.0064540384735885,1.0,1.0,1.0,1.004795862383364,1.0
rmatr200-p5,0,7200.0,7200.0,421,428,197306.47121875687,197295.9778223844,22.4,22.4,1.0,1.0,1.0,1.0,0.9836448598130841,1.0,1.0000531860633364,1.0
rmatr200-p5,1,7200.0,7200.0,423,424,159106.05792634375,159082.9613227162,19.56,19.56,1.0,1.0,1.0,1.0,0.9976415094339622,1.0,1.0001451859044834,1.0
rmatr200-p5,2,7200.0,7200.0,403,393,162417.46456536168,162779.43123645213,21.08,21.08,1.0,1.0,1.0,1.0,1.025445292620865,1.0,0.9977763365534514,1.0
rocI-4-11,0,638.21,639.46,12970,12970,29120.536456756792,29177.509173218416,0.0,0.0,0.0,0.0,0.9980452256591499,1.0,1.0,1.0,0.9980473755959293,1.0
rocI-4-11,1,1001.8,1001.23,17602,17602,45696.66887057146,45670.669561922485,0.0,0.0,0.0,0.0,1.0005692997612936,1.0,1.0,1.0,1.000569278026759,1.0
rocI-4-11,2,498.07,497.78,9550,9550,22732.554795173884,22719.317296184076,0.0,0.0,0.0,0.0,1.000582586684881,1.0,1.0,1.0,1.0005826539071239,1.0
rocII-5-11,0,7200.0,7200.0,3399,3304,314251.6062499406,314241.2559962364,108.52,108.31,1.0019388791432,1.0,1.0,1.0,1.0287530266343825,1.0,1.0000329372846712,1.0
rocII-5-11,1,7200.0,7200.0,2764,2791,314719.6675307751,314701.5413319276,109.87,152.76,0.7192327834511653,1.0,1.0,1.0,0.9903260480114654,1.0,1.0000575980618678,1.0
rocII-5-11,2,7200.0,7200.0,2522,2858,314477.82667369494,314474.55463790963,109.11,109.22,0.9989928584508332,1.0,1.0,1.0,0.8824352694191743,1.0,1.0000104047711875,1.0
rococoB10-011000,0,7200.0,7200.0,151103,151342,109598.16630263765,109537.63694071674,13.71,13.7,1.0007299270072993,1.0,1.0,1.0,0.9984207952848515,1.0,1.00055258962683,1.0
rococoB10-011000,1,7200.0,7200.0,143253,143535,117210.9907846162,117167.89475037277,15.09,15.08,1.0006631299734747,1.0,1.0,1.0,0.9980353223952346,1.0,1.0003678143601986,1.0
rococoB10-011000,2,7200.0,7200.0,153839,153848,105247.04384904105,105218.11315080465,12.8,12.8,1.0,1.0,1.0,1.0,0.9999415007019916,1.0,1.0002749592952207,1.0
rococoC10-001000,0,765.76,766.14,53303,53303,3637.21907591623,3640.997315881326,0.0,0.0,0.0,0.0,0.9995040071005299,1.0,1.0,1.0,0.9989623063031066,1.0
rococoC10-001000,1,851.99,843.78,63090,63090,3615.585901396161,3587.375366055846,0.0,0.0,0.0,0.0,1.0097300244139469,1.0,1.0,1.0,1.0078638370568205,1.0
rococoC10-001000,2,1626.91,1616.05,162527,162527,4950.877458115184,4919.305443280978,0.0,0.0,0.0,0.0,1.006720089106154,1.0,1.0,1.0,1.0064179822127794,1.0
roi2alpha3n4,0,1424.8,1416.86,12529,12529,16490.963905553228,16403.605147606253,0.0,0.0,0.0,0.0,1.0056039411092135,1.0,1.0,1.0,1.005325582831389,1.0
roi2alpha3n4,1,1940.46,1926.56,17446,17446,21184.919493934634,21047.057375381908,0.0,0.0,0.0,0.0,1.0072149323145918,1.0,1.0,1.0,1.00655018495431,1.0
roi2alpha3n4,2,1486.54,1475.88,13303,13303,16739.0181845658,16636.107917924193,0.0,0.0,0.0,0.0,1.007222809442502,1.0,1.0,1.0,1.0061859581068675,1.0
roi5alpha10n8,0,7200.0,7200.0,5989,6060,182331.8722658222,182219.17734007732,35.37,35.37,1.0,1.0,1.0,1.0,0.9882838283828382,1.0,1.000618458097495,1.0
roi5alpha10n8,1,7200.0,7200.0,6346,6271,189120.40224361955,189243.3709138572,40.36,40.38,0.9995047052996532,1.0,1.0,1.0,1.0119598150215277,1.0,0.9993502088361467,1.0
roi5alpha10n8,2,7200.0,7200.0,6789,6790,214351.36921359308,214377.7368353511,32.14,32.14,1.0,1.0,1.0,1.0,0.9998527245949926,1.0,0.9998770039177236,1.0
roll3000,0,36.86,36.75,1986,1986,110.03812966581091,109.49855868704316,0.0,0.0,0.0,0.0,1.0029931972789115,1.0,1.0,1.0,1.0049276537083003,1.0
roll3000,1,38.91,38.84,2149,2149,99.82461440423535,99.14122651056064,0.0,0.0,0.0,0.0,1.0018022657054582,1.0,1.0,1.0,1.0068930748360463,1.0
roll3000,2,60.26,59.94,3736,3736,131.74724226888856,131.11408868090828,0.0,0.0,0.0,0.0,1.0053386720053388,1.0,1.0,1.0,1.004829027866877,1.0
s100,0,7200.0,7200.0,20,18,117488.94916948295,117962.95535234394,5.53,14.04,0.39387464387464394,1.0,1.0,1.0,1.1111111111111112,1.0,0.9959817369661079,1.0
s100,1,7200.0,7200.0,17,17,123576.18797557072,127323.76588032149,29.84,29.84,1.0,1.0,1.0,1.0,1.0,1.0,0.97056654836715,1.0
s100,2,7200.0,7200.0,22,22,106470.81691638226,104315.53369937964,1.06,1.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0206611914886405,1.0
s250r10,0,7200.0,7200.0,22897,23455,20135.406988788494,20025.28665788584,0.28,0.27,1.037037037037037,1.0,1.0,1.0,0.9762097633766788,1.0,1.005499063897759,1.0
s250r10,1,6366.45,6127.84,45426,45426,28982.309967563022,28729.237301637047,0.0,0.0,0.0,0.0,1.038938679861093,1.0,1.0,1.0,1.0088088891211726,1.0
s250r10,2,7200.0,7200.0,31811,34654,18849.582038483717,18883.21651765456,0.23,0.22,1.0454545454545454,1.0,1.0,1.0,0.9179604086108386,1.0,0.9982188162096538,1.0
satellites2-40,0,7200.0,7200.0,19,19,258568.47538932148,258537.63209121246,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0001192990662888,1.0
satellites2-40,1,7200.0,7200.0,4,4,269895.96059113304,269990.3589021816,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9996503641410293,1.0
satellites2-40,2,7200.0,7200.0,33,33,260163.33681644028,260132.84221525604,70.59,70.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0001172270326366,1.0
satellites2-60-fs,0,7200.0,7200.0,33,33,243271.57648515253,243386.62601798231,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9995272972278219,1.0
satellites2-60-fs,1,7200.0,7200.0,137,137,248538.45806989976,248488.81961374852,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0001997613261973,1.0
satellites2-60-fs,2,7200.0,7200.0,28,28,258312.33421507673,258343.16975884346,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9998806411495396,1.0
savsched1,0,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
savsched1,1,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
savsched1,2,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sct2,0,7200.0,7200.0,600226,679457,278.056957057738,280.01603002569163,0.03,0.03,1.0,1.0,1.0,1.0,0.8833907075797292,1.0,0.9930037113669031,1.0
sct2,1,7200.0,7200.0,659682,830638,414.0289925728203,349.796274703157,0.05,0.03,1.6666666666666667,1.0,1.0,1.0,0.794187118817102,1.0,1.1836289363692403,1.0
sct2,2,7200.0,7200.0,994927,1096527,252.57789685745345,249.92182024809452,0.03,0.03,1.0,1.0,1.0,1.0,0.9073438228151245,1.0,1.0106276298993113,1.0
seymour,0,7200.0,7200.0,242500,242385,7049.326339243489,7052.154367612285,0.66,0.66,1.0,1.0,1.0,1.0,1.0004744518018853,1.0,0.9995989837684519,1.0
seymour,1,7200.0,7200.0,222209,222870,6953.981983451549,6946.15970921987,0.68,0.68,1.0,1.0,1.0,1.0,0.9970341454659667,1.0,1.001126129337524,1.0
seymour,2,7200.0,7200.0,225373,226598,7424.189852718689,7416.279823167861,0.74,0.74,1.0,1.0,1.0,1.0,0.9945939505203046,1.0,1.0010665764695281,1.0
seymour1,0,90.45,90.48,1627,1627,98.1624287543035,98.099366473624,0.0,0.0,0.0,0.0,0.9996684350132626,1.0,1.0,1.0,1.000642840855618,1.0
