ProblemName,Seed,T_combined,T_combined-no-flowcover-no-mir,N_combined,N_combined-no-flowcover-no-mir,DI_combined,DI_combined-no-flowcover-no-mir,Gap_combined,Gap_combined-no-flowcover-no-mir,GapQ_combined,GapQ_combined-no-flowcover-no-mir,TQ_combined,TQ_combined-no-flowcover-no-mir,NQ_combined,NQ_combined-no-flowcover-no-mir,DIQ_combined,DIQ_combined-no-flowcover-no-mir
neos-1582420,2,55.49,54.77,1381,1381,123.04363571428577,121.970654945055,0.0,0.0,0.0,0.0,1.0131458827825452,1.0,1.0,1.0,1.0087970403185431,1.0
neos-2075418-temuka,0,7024.05,6956.95,1,1,702405.0,695695.0,0.0,0.0,0.0,0.0,1.0096450312277652,1.0,1.0,1.0,1.009645031227765,1.0
neos-2075418-temuka,1,4517.94,4539.56,1,1,451793.99999999994,453956.00000000006,0.0,0.0,0.0,0.0,0.9952374238913021,1.0,1.0,1.0,0.995237423891302,1.0
neos-2075418-temuka,2,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-2657525-crna,0,7200.0,7200.0,3064132,1566240,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.9563617325569518,1.0,1.0,1.0
neos-2657525-crna,1,7200.0,7200.0,3681104,3679874,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0003342505748838,1.0,1.0,1.0
neos-2657525-crna,2,7200.0,7200.0,2122332,2117578,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0022450176569646,1.0,1.0,1.0
neos-2746589-doon,0,7200.0,7200.0,55681,57311,4204.009609600646,4203.757323971724,0.46,0.46,1.0,1.0,1.0,1.0,0.9715586885589154,1.0,1.0000600143180207,1.0
neos-2746589-doon,1,7200.0,7200.0,30280,31231,4491.026939547884,4486.295080171327,0.73,0.73,1.0,1.0,1.0,1.0,0.9695494860875412,1.0,1.0010547365458573,1.0
neos-2746589-doon,2,7200.0,7200.0,182349,187900,1682.404362115371,1682.3471541679555,0.11,0.11,1.0,1.0,1.0,1.0,0.970457690260777,1.0,1.000034004840959,1.0
neos-2978193-inde,0,7200.0,7200.0,549249,564299,3960.0148291525434,3946.96652702359,0.5,0.5,1.0,1.0,1.0,1.0,0.9733297418567107,1.0,1.0033059064574315,1.0
neos-2978193-inde,1,7200.0,7200.0,573707,597757,1700.8597053869296,1652.357302683211,0.13,0.13,1.0,1.0,1.0,1.0,0.9597662595335563,1.0,1.0293534592215359,1.0
neos-2978193-inde,2,7200.0,7200.0,548119,566106,3857.013005017823,3845.7726820072344,0.5,0.5,1.0,1.0,1.0,1.0,0.9682267985147658,1.0,1.0029227736374482,1.0
neos-2987310-joes,0,17.49,17.66,1,1,1633.950642563445,1652.9672213289978,0.0,0.0,0.0,0.0,0.9903737259343147,1.0,1.0,1.0,0.9884954894929717,1.0
neos-2987310-joes,1,15.31,15.44,1,1,1414.825720195352,1429.3343849895653,0.0,0.0,0.0,0.0,0.9915803108808291,1.0,1.0,1.0,0.9898493557934527,1.0
neos-2987310-joes,2,13.67,13.71,1,1,1238.0612743029374,1243.0612742259261,0.0,0.0,0.0,0.0,0.9970824215900802,1.0,1.0,1.0,0.9959776721979354,1.0
neos-3004026-krka,0,53.06,53.25,2711,2711,40.0,40.0,0.0,0.0,0.0,0.0,0.9964319248826291,1.0,1.0,1.0,1.0,1.0
neos-3004026-krka,1,62.47,62.55,3485,3485,40.0,40.0,0.0,0.0,0.0,0.0,0.9987210231814548,1.0,1.0,1.0,1.0,1.0
neos-3004026-krka,2,46.28,46.71,1764,1764,40.0,40.0,0.0,0.0,0.0,0.0,0.990794262470563,1.0,1.0,1.0,1.0,1.0
neos-3024952-loue,0,4646.86,4367.65,383076,401234,6688.458145836447,6574.139234190458,0.0,0.0,0.0,0.0,1.0639268256385013,1.0,0.9547446128692982,1.0,1.0173891832183055,1.0
neos-3024952-loue,1,7200.0,7200.0,688312,703845,3236.91834728659,3223.453188069966,0.07,0.07,1.0,1.0,1.0,1.0,0.9779312206522743,1.0,1.0041772467074932,1.0
neos-3024952-loue,2,7200.0,7200.0,1114650,877914,2010.456706906852,2328.8676521154275,0.04,0.06,0.6666666666666667,1.0,1.0,1.0,1.269657392409735,1.0,0.8632764962322583,1.0
neos-3046615-murg,0,7200.0,7200.0,6971706,7177613,465976.56822237495,463892.630540375,169.81,167.8,1.0119785458879618,1.0,1.0,1.0,0.9713126076872631,1.0,1.0044922845175885,1.0
neos-3046615-murg,1,7200.0,7200.0,6364063,6299859,461423.94768687495,461508.512024,166.11,166.97,0.9948493741390669,1.0,1.0,1.0,1.0101913392029884,1.0,0.9998167653793553,1.0
neos-3046615-murg,2,7200.0,7200.0,7613539,6632917,460993.31025112496,461670.4981128125,163.66,165.78,0.9872119676679937,1.0,1.0,1.0,1.1478417414238713,1.0,0.9985331792599793,1.0
neos-3083819-nubu,0,12.72,12.03,2020,2020,10.736827670784827,10.701398510715608,0.0,0.0,0.0,0.0,1.057356608478803,1.0,1.0,1.0,1.0033107037396787,1.0
neos-3083819-nubu,1,12.37,11.24,1578,1578,10.834432995835764,10.769448014868749,0.0,0.0,0.0,0.0,1.1005338078291813,1.0,1.0,1.0,1.0060341979344989,1.0
neos-3083819-nubu,2,20.79,18.9,3812,3812,11.640217907557332,11.515153941124884,0.0,0.0,0.0,0.0,1.1,1.0,1.0,1.0,1.0108608158494345,1.0
neos-3216931-puriri,1,7200.0,7200.0,9705,10428,121633.19340521592,119530.09768578238,5.5,48.17,0.1141789495536641,1.0,1.0,1.0,0.9306674338319908,1.0,1.0175946958979494,1.0
neos-3216931-puriri,2,7200.0,7200.0,4790,4910,113745.49582164893,124346.82125084131,147.13,145.61,1.010438843486024,1.0,1.0,1.0,0.9755600814663951,1.0,0.9147438967675207,1.0
neos-3381206-awhea,0,1.18,1.2,1,1,11.055828918322298,11.197336644591612,0.0,0.0,0.0,0.0,0.9833333333333333,1.0,1.0,1.0,0.9873623763613767,1.0
neos-3381206-awhea,1,1.21,1.23,1,1,12.432090507726269,12.432090507726269,0.0,0.0,0.0,0.0,0.983739837398374,1.0,1.0,1.0,1.0,1.0
neos-3381206-awhea,2,1.2,1.21,1,1,10.70622737306843,10.793364238410593,0.0,0.0,0.0,0.0,0.9917355371900827,1.0,1.0,1.0,0.991926811379897,1.0
neos-3402294-bobin,0,4386.37,4388.2,40294,40294,433836.6198661659,434021.58453531086,0.0,0.0,0.0,0.0,0.9995829725172053,1.0,1.0,1.0,0.999573835321248,1.0
neos-3402294-bobin,1,618.95,623.92,3428,3428,61894.99999999942,62391.999999999396,0.0,0.0,0.0,0.0,0.9920342351583538,1.0,1.0,1.0,0.9920342351583539,1.0
neos-3402294-bobin,2,1620.92,1624.98,9242,9242,162091.99999999843,162497.99999999843,0.0,0.0,0.0,0.0,0.9975015077108642,1.0,1.0,1.0,0.9975015077108641,1.0
neos-3402454-bohle,0,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-3402454-bohle,1,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-3402454-bohle,2,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-3555904-turama,0,7200.0,7200.0,145,145,111754.63980463981,111750.2503052503,18.01,18.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0000392795486142,1.0
neos-3555904-turama,1,7200.0,7200.0,18,18,111754.33455433455,111733.15018315018,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0001895979049158,1.0
neos-3555904-turama,2,7200.0,7200.0,16797,16864,111873.11965811966,111877.2039072039,18.01,18.01,1.0,1.0,1.0,1.0,0.9960270398481973,1.0,0.9999634934647845,1.0
neos-3627168-kasai,0,7200.0,7200.0,4555684,4712130,1507.3887485031373,1544.6985044957432,0.15,0.17,0.8823529411764705,1.0,1.0,1.0,0.9667993030752547,1.0,0.9758465772550318,1.0
neos-3627168-kasai,1,7200.0,7200.0,4132791,4139311,986.8806924583791,985.905637814149,0.09,0.09,1.0,1.0,1.0,1.0,0.9984248586298541,1.0,1.0009889938822054,1.0
neos-3627168-kasai,2,7200.0,7200.0,5147129,5183140,1796.0745502650502,1794.217542067824,0.27,0.27,1.0,1.0,1.0,1.0,0.9930522810497112,1.0,1.0010349961215328,1.0
neos-3656078-kumeu,0,7200.0,7200.0,32,32,198151.83511038902,198150.82768196144,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0000050841494803,1.0
neos-3656078-kumeu,1,7200.0,7200.0,82,79,205830.08336410834,205826.22189516216,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0379746835443038,1.0,1.0000187608211948,1.0
neos-3656078-kumeu,2,7200.0,7200.0,122,122,199534.9002519867,199534.9434742853,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9999997833848154,1.0
neos-3754480-nidda,0,7200.0,7200.0,20000763,19975340,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.001272719262851,1.0,1.0,1.0
neos-3754480-nidda,1,7200.0,7200.0,18439214,18490973,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9972008503825083,1.0,1.0,1.0
neos-3754480-nidda,2,7200.0,7200.0,19108471,19202321,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9951125699856804,1.0,1.0,1.0
neos-3988577-wolgan,0,7200.0,7200.0,312,309,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0097087378640777,1.0,1.0,1.0
neos-3988577-wolgan,1,7200.0,7200.0,179,180,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,0.9944444444444445,1.0,1.0,1.0
neos-3988577-wolgan,2,7200.0,7200.0,439,439,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-4300652-rahue,0,7200.0,7200.0,1365,1353,672687.7007363653,672674.8599892603,431.97,438.74,0.9845694488763277,1.0,1.0,1.0,1.0088691796008868,1.0,1.0000190890842942,1.0
neos-4300652-rahue,1,7200.0,7200.0,1213,1234,672672.1515384292,672644.3690532312,809.48,809.48,1.0,1.0,1.0,1.0,0.9829821717990276,1.0,1.0000413033788376,1.0
neos-4300652-rahue,2,7200.0,7200.0,2127,2125,633306.9197482257,633578.1063712644,316.83,316.83,1.0,1.0,1.0,1.0,1.0009411764705882,1.0,0.9995719760195125,1.0
neos-4338804-snowy,0,7200.0,7200.0,4875741,5465626,11752.061862678449,10309.573898708364,1.66,1.37,1.2116788321167882,1.0,1.0,1.0,0.8920736618275747,1.0,1.139917321330885,1.0
neos-4338804-snowy,1,7200.0,7200.0,6738902,7085230,8683.699323589399,9326.800142760032,0.82,0.82,1.0,1.0,1.0,1.0,0.9511197237069227,1.0,0.931048075510673,1.0
neos-4338804-snowy,2,7200.0,7200.0,5067404,6055267,11752.453433038749,11751.783925900752,1.66,2.07,0.8019323671497585,1.0,1.0,1.0,0.8368588866519016,1.0,1.0000569706814062,1.0
neos-4387871-tavua,0,7200.0,7200.0,118375,120515,94638.80407595432,95218.32281078622,11.39,11.38,1.0008787346221442,1.0,1.0,1.0,0.9822428743309961,1.0,0.993913789723187,1.0
neos-4387871-tavua,1,7200.0,7200.0,116171,120082,104161.48536602562,106274.80454980652,14.13,13.13,1.0761614623000761,1.0,1.0,1.0,0.96743058909745,1.0,0.9801145794364602,1.0
neos-4387871-tavua,2,7200.0,7200.0,96695,96819,113906.26182554594,101959.72063224897,18.66,13.51,1.38119911176906,1.0,1.0,1.0,0.998719259649449,1.0,1.1171692225048957,1.0
neos-4413714-turia,0,299.23,303.39,2,2,17458.00243396454,17847.21858668215,0.0,0.0,0.0,0.0,0.9862882758166058,1.0,1.0,1.0,0.9781917753274985,1.0
neos-4413714-turia,1,404.8,416.44,2,2,17605.184884064714,18689.847749233944,0.0,0.0,0.0,0.0,0.9720487945442321,1.0,1.0,1.0,0.9419651310314345,1.0
neos-4413714-turia,2,277.1,282.2,2,2,17054.78607651372,17507.375572839537,0.0,0.0,0.0,0.0,0.9819277108433736,1.0,1.0,1.0,0.9741486384156884,1.0
neos-4532248-waihi,0,7200.0,7200.0,1,1,715904.723852919,715907.0124920357,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9999968031614764,1.0
neos-4532248-waihi,1,7200.0,7200.0,1,1,720000.0,720000.0,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neos-4532248-waihi,2,7200.0,7200.0,1,1,715927.9671048638,715928.1757811657,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.999999708523412,1.0
neos-4647030-tutaki,0,7200.0,7200.0,24413,24465,933.7758853557552,943.7237779942221,0.01,0.01,1.0,1.0,1.0,1.0,0.997874514612712,1.0,0.9894588937245917,1.0
neos-4647030-tutaki,1,7200.0,7200.0,22893,22665,1293.5426109266978,1323.762403511566,0.01,0.01,1.0,1.0,1.0,1.0,1.0100595632031768,1.0,0.9771712865505897,1.0
neos-4647030-tutaki,2,7200.0,7200.0,27292,27208,1253.7995175331134,1238.8623468616483,0.01,0.01,1.0,1.0,1.0,1.0,1.0030873272566891,1.0,1.0120571673756207,1.0
neos-4722843-widden,0,2651.33,2638.33,11357,11357,41135.66894980005,41178.34859258018,0.0,0.0,0.0,0.0,1.0049273593523176,1.0,1.0,1.0,0.9989635416611189,1.0
neos-4722843-widden,1,1033.65,1020.2,3376,3376,36234.84384829133,35666.30592137905,0.0,0.0,0.0,0.0,1.0131836894726525,1.0,1.0,1.0,1.0159404769354454,1.0
neos-4722843-widden,2,1714.52,1707.37,7919,7919,24889.37680760002,24904.254117589968,0.0,0.0,0.0,0.0,1.0041877273233102,1.0,1.0,1.0,0.9994026197323678,1.0
neos-4738912-atrato,0,813.4,702.38,61981,60433,272.5186309742815,266.7760936826701,0.0,0.0,0.0,0.0,1.158062587203508,1.0,1.025615144043817,1.0,1.021525681751837,1.0
neos-4738912-atrato,1,3808.9,3660.73,324992,324992,1115.218225547576,1085.514075895835,0.0,0.0,0.0,0.0,1.0404755335684412,1.0,1.0,1.0,1.0273641312547948,1.0
neos-4738912-atrato,2,914.39,867.84,95736,95736,197.1885587783188,192.36319894371195,0.0,0.0,0.0,0.0,1.053638919616519,1.0,1.0,1.0,1.0250846308498893,1.0
neos-4763324-toguru,0,7200.0,7200.0,8436,8436,211344.47523014058,211352.67255597314,46.04,46.04,1.0,1.0,1.0,1.0,1.0,1.0,0.9999612149412003,1.0
neos-4763324-toguru,1,7200.0,7200.0,14962,15192,209244.09850649838,209228.0881426362,45.08,45.06,1.0004438526409232,1.0,1.0,1.0,0.9848604528699315,1.0,1.0000765211019433,1.0
neos-4763324-toguru,2,7200.0,7200.0,7145,7145,208634.34194140974,208615.8331355476,48.94,48.94,1.0,1.0,1.0,1.0,1.0,1.0,1.000088721961243,1.0
neos-4954672-berkel,0,7200.0,7200.0,1019990,956670,63127.5530016726,65168.63222592634,8.48,8.46,1.0023640661938533,1.0,1.0,1.0,1.066187922690165,1.0,0.9686800358617664,1.0
neos-4954672-berkel,1,7200.0,7200.0,819107,783295,65905.6674085528,66961.50414894878,8.71,8.88,0.9808558558558559,1.0,1.0,1.0,1.0457196841547565,1.0,0.9842321830458381,1.0
neos-4954672-berkel,2,7200.0,7200.0,891993,837840,61383.021297809544,66251.16922544023,8.0,8.73,0.9163802978235968,1.0,1.0,1.0,1.06463405900888,1.0,0.9265198186757233,1.0
neos-5049753-cuanza,0,7200.0,7200.0,52,52,21270.957464635903,21292.104789643392,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9990067996932941,1.0
neos-5049753-cuanza,1,7200.0,7200.0,14,14,19897.807920352054,19874.630405471646,15.39,15.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0011661859570493,1.0
neos-5049753-cuanza,2,7200.0,7200.0,12,12,18222.329403889507,18187.192701404376,15.2,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0019319475557336,1.0
neos-5052403-cygnet,0,7200.0,7200.0,113,113,39936.03933626369,39985.38010109885,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.9987660298661558,1.0
neos-5052403-cygnet,1,7200.0,7200.0,1,1,41308.00693461541,41355.19609890113,1.38,1.38,1.0,1.0,1.0,1.0,1.0,1.0,0.9988589302255305,1.0
neos-5052403-cygnet,2,7200.0,7200.0,63,63,39936.841520329624,39986.14768681314,1.19,1.19,1.0,1.0,1.0,1.0,1.0,1.0,0.9987669188122421,1.0
neos-5093327-huahum,0,7200.0,7200.0,49854,50228,98870.91613162939,98428.754407508,10.32,10.3,1.0019417475728154,1.0,1.0,1.0,0.9925539539698973,1.0,1.0044922007474644,1.0
neos-5093327-huahum,1,7200.0,7200.0,52521,52521,97438.64541453673,97459.13662460065,10.43,10.43,1.0,1.0,1.0,1.0,1.0,1.0,0.9997897456228978,1.0
neos-5093327-huahum,2,7200.0,7200.0,48532,49012,95655.64527715655,95499.93774792331,12.17,12.13,1.0032976092333057,1.0,1.0,1.0,0.9902064800457031,1.0,1.0016304463950987,1.0
neos-5104907-jarama,0,7200.0,7200.0,8,8,188101.67402032085,187988.37923636366,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.000602669082086,1.0
neos-5104907-jarama,1,7200.0,7200.0,9,9,186461.4518225668,186441.95005315507,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.000104599685887,1.0
neos-5104907-jarama,2,7200.0,7200.0,4,4,183615.8960012834,183915.47327689835,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.998371114347927,1.0
neos-5107597-kakapo,0,2144.47,2672.94,560533,882141,79157.67134285816,88930.64864194157,0.0,0.0,0.0,0.0,0.8022888654440428,1.0,0.6354233620248917,1.0,0.8901056334534113,1.0
neos-5107597-kakapo,1,1725.41,1724.83,472393,472393,65791.30729040563,65749.52256154678,0.0,0.0,0.0,0.0,1.0003362650232197,1.0,1.0,1.0,1.0006355137988985,1.0
neos-5107597-kakapo,2,5927.88,3597.91,1725439,1115823,141198.77281605886,118102.49331863225,0.0,0.0,0.0,0.0,1.6475898507744775,1.0,1.546337546367121,1.0,1.195561320074035,1.0
neos-5114902-kasavu,0,7200.0,7200.0,1,1,79697.40813862595,79936.89822167938,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.9970040108087597,1.0
neos-5114902-kasavu,1,7200.0,7200.0,1,1,84486.28680106871,84501.65881648856,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,0.999818086228896,1.0
neos-5114902-kasavu,2,7200.0,7200.0,1,1,84726.08596732825,83994.36574534352,1e+20,1e+20,1.0,1.0,1.0,1.0,1.0,1.0,1.008711539345427,1.0
neos-5188808-nattai,0,1251.29,1283.68,12145,12101,112030.52226645657,114915.20648341415,0.0,0.0,0.0,0.0,0.9747678549171133,1.0,1.003636063135278,1.0,0.974897280305771,1.0
neos-5188808-nattai,1,1292.07,1300.65,13554,13483,116539.2023575522,117239.90846179402,0.0,0.0,0.0,0.0,0.9934032983508244,1.0,1.0052658903804792,1.0,0.9940233141305278,1.0
neos-5188808-nattai,2,1380.62,1336.3,12548,12479,121752.52831080821,116373.85916937097,0.0,0.0,0.0,0.0,1.0331662051934445,1.0,1.0055292892058658,1.0,1.0462188775024561,1.0
neos-5195221-niemur,0,2813.87,3115.64,47466,62799,222849.10062353854,228972.716693392,0.0,0.0,0.0,0.0,0.9031434953974143,1.0,0.7558400611474705,1.0,0.9732561321790433,1.0
neos-5195221-niemur,1,2911.85,2897.1,25010,25010,181657.16086002917,180730.9294218858,0.0,0.0,0.0,0.0,1.0050912981947464,1.0,1.0,1.0,1.0051249193544578,1.0
neos-5195221-niemur,2,2890.78,2854.8,33779,45135,205783.3340984274,202969.62282872605,0.0,0.0,0.0,0.0,1.0126033347344823,1.0,0.7483992467043314,1.0,1.0138627210835174,1.0
neos-631710,0,7200.0,7200.0,2,2,106395.20443349754,106831.19950738916,14.21,14.21,1.0,1.0,1.0,1.0,1.0,1.0,0.9959188413506349,1.0
neos-631710,1,7200.0,7200.0,4,4,105201.61083743843,105118.29556650246,8.9,8.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0007925858242561,1.0
neos-631710,2,7200.0,7200.0,3,3,93792.80049261084,92956.16009852217,14.21,14.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0090003760181352,1.0
neos-662469,0,7200.0,7200.0,59651,61996,474.1421276711156,470.54814242325136,0.01,0.0,inf,0.0,1.0,1.0,0.9621749790309052,1.0,1.0076378693779466,1.0
neos-662469,1,7200.0,7200.0,50627,60229,511.70840383990173,513.5994603536155,0.0,0.01,0.0,1.0,1.0,1.0,0.840575138222451,1.0,0.9963180325142635,1.0
neos-662469,2,7200.0,7200.0,56995,58756,463.7064188089917,468.4940411107586,0.01,0.01,1.0,1.0,1.0,1.0,0.9700285928245626,1.0,0.9897808256207148,1.0
neos-787933,0,1.37,1.35,1,1,128.0,123.0,0.0,0.0,0.0,0.0,1.0148148148148148,1.0,1.0,1.0,1.0406504065040652,1.0
neos-787933,1,1.39,1.38,1,1,128.0,128.0,0.0,0.0,0.0,0.0,1.0072463768115942,1.0,1.0,1.0,1.0,1.0
neos-787933,2,1.41,1.34,1,1,128.0,118.5,0.0,0.0,0.0,0.0,1.052238805970149,1.0,1.0,1.0,1.080168776371308,1.0
neos-827175,0,6.1,6.08,1,1,310.0000535707015,310.0000532135635,0.0,0.0,0.0,0.0,1.0032894736842104,1.0,1.0,1.0,1.0000000011520578,1.0
neos-827175,1,8.21,8.24,1,1,275.0000974986768,280.0000971415388,0.0,0.0,0.0,0.0,0.9963592233009709,1.0,1.0,1.0,0.9821428646135986,1.0
neos-827175,2,10.23,10.18,1,1,280.0001326767708,280.0001317839258,0.0,0.0,0.0,0.0,1.0049115913555993,1.0,1.0,1.0,1.0000000031887308,1.0
neos-848589,0,7200.0,7200.0,256,254,93950.1867495624,93931.48672339506,32.15,32.79,0.9804818542238487,1.0,1.0,1.0,1.0078740157480315,1.0,1.0001990815520934,1.0
neos-848589,1,7200.0,7200.0,148,152,95712.91753553439,95685.04745145563,42.95,42.57,1.0089264740427533,1.0,1.0,1.0,0.9736842105263158,1.0,1.0002912689581192,1.0
neos-848589,2,7200.0,7200.0,106,106,97475.6699409387,97491.45275754723,46.27,46.27,1.0,1.0,1.0,1.0,1.0,1.0,0.9998381107659993,1.0
neos-860300,0,17.27,17.2,2,2,334.2856982193065,244.33984379881286,0.0,0.0,0.0,0.0,1.0040697674418604,1.0,1.0,1.0,1.3681178354789905,1.0
neos-860300,1,13.35,13.35,2,2,254.40370040612308,254.26554514214308,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0005433503147378,1.0
neos-860300,2,23.18,23.15,3,3,296.6230537332085,385.804745392065,0.0,0.0,0.0,0.0,1.0012958963282939,1.0,1.0,1.0,0.76884241906297,1.0
neos-873061,0,7200.0,7200.0,155,155,47010.744630770336,46896.12704787043,9.28,9.28,1.0,1.0,1.0,1.0,1.0,1.0,1.002444073532616,1.0
neos-873061,1,7200.0,7200.0,148,148,52307.06539004867,52369.82110054673,7.72,7.72,1.0,1.0,1.0,1.0,1.0,1.0,0.9988016817858214,1.0
neos-873061,2,7200.0,7200.0,168,168,46800.83839266484,46636.96711516371,8.12,8.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0035137636008034,1.0
neos-911970,0,7200.0,7200.0,1400854,1400844,12372.341320489375,12383.29317129288,1.05,1.05,1.0,1.0,1.0,1.0,1.000007138553615,1.0,0.9991155946441699,1.0
neos-911970,1,7200.0,7200.0,1814127,1814171,27476.652595142412,27432.406029948834,2.49,2.49,1.0,1.0,1.0,1.0,0.9999757464979873,1.0,1.001612930529873,1.0
neos-911970,2,7200.0,7200.0,11460910,11518168,480.33699561724194,480.70949013879056,0.06,0.06,1.0,1.0,1.0,1.0,0.9950288969565299,1.0,0.9992251151075859,1.0
neos-933966,0,1374.28,7200.0,138,1275,635.0,630.0,0.0,0.31,0.0,1.0,0.19087222222222222,1.0,0.10823529411764705,1.0,1.007936507936508,1.0
neos-933966,1,848.27,1567.83,38,476,660.0,655.0,0.0,0.0,0.0,0.0,0.5410471798600613,1.0,0.07983193277310924,1.0,1.0076335877862594,1.0
neos-933966,2,2180.73,1294.09,283,86,675.0,675.0,0.0,0.0,0.0,0.0,1.6851455462912164,1.0,3.2906976744186047,1.0,1.0,1.0
neos-950242,0,7200.0,7200.0,9288,9254,450745.004469,450794.3973637499,100.0,100.0,1.0,1.0,1.0,1.0,1.0036740868813485,1.0,0.9998904314360632,1.0
neos-950242,1,7200.0,7200.0,8446,8343,497500.0,497516.3125,100.0,100.0,1.0,1.0,1.0,1.0,1.0123456790123457,1.0,0.999967212130356,1.0
neos-950242,2,7200.0,7200.0,15629,15577,434984.1642,435148.5873,100.0,100.0,1.0,1.0,1.0,1.0,1.0033382551197279,1.0,0.9996221449298038,1.0
neos-957323,0,86.06,86.44,2,2,846.859415410465,841.8802011988262,0.0,0.0,0.0,0.0,0.9956038870893106,1.0,1.0,1.0,1.0059143975645803,1.0
neos-957323,1,110.59,110.13,5,5,797.0781319033251,797.0779735444931,0.0,0.0,0.0,0.0,1.0041768818668846,1.0,1.0,1.0,1.000000198674204,1.0
neos-957323,2,80.1,79.86,2,2,851.8294880711647,846.8501326525655,0.0,0.0,0.0,0.0,1.0030052592036063,1.0,1.0,1.0,1.0058798543291272,1.0
neos-960392,0,881.09,875.61,15,15,565.0,555.0,0.0,0.0,0.0,0.0,1.0062584940784138,1.0,1.0,1.0,1.018018018018018,1.0
neos-960392,1,1439.63,1448.19,102,102,610.0,615.0,0.0,0.0,0.0,0.0,0.9940891733819458,1.0,1.0,1.0,0.991869918699187,1.0
neos-960392,2,1363.87,1365.59,403,403,620.0,620.0,0.0,0.0,0.0,0.0,0.9987404711516633,1.0,1.0,1.0,1.0,1.0
neos17,0,25.95,25.68,22460,22460,293.52685557921615,297.2078476146237,0.0,0.0,0.0,0.0,1.0105140186915889,1.0,1.0,1.0,0.9876147549099022,1.0
neos17,1,9.39,9.26,5644,5644,294.10519339583027,287.86980296179894,0.0,0.0,0.0,0.0,1.014038876889849,1.0,1.0,1.0,1.0216604533364646,1.0
neos17,2,9.84,9.63,6376,6376,180.50457697735536,174.83837355184005,0.0,0.0,0.0,0.0,1.0218068535825544,1.0,1.0,1.0,1.0324082368784748,1.0
neos5,0,1007.54,1010.47,3292114,3292114,2753.1435233333345,2760.1309366666674,0.0,0.0,0.0,0.0,0.99710035923877,1.0,1.0,1.0,0.997468448601293,1.0
neos5,1,1234.24,1224.74,4202380,4202380,3320.6397799999995,3292.7550599999995,0.0,0.0,0.0,0.0,1.0077567483710828,1.0,1.0,1.0,1.0084685072202122,1.0
neos5,2,1183.51,1182.22,4100005,4100005,3204.48606,3197.678437333334,0.0,0.0,0.0,0.0,1.0010911674646004,1.0,1.0,1.0,1.0021289265947402,1.0
neos8,0,1.95,1.98,1,1,157.82451181516512,85.16107382550334,0.0,0.0,0.0,0.0,0.9848484848484849,1.0,1.0,1.0,1.853247084912886,1.0
neos8,1,1.89,1.86,1,1,167.39294934396878,85.15302013422817,0.0,0.0,0.0,0.0,1.0161290322580645,1.0,1.0,1.0,1.9657899282973685,1.0
